ID_Visitor,Visits,products_visits,products_category_visits,deviceCategory,campaign,medium,continent,Product_Category,CA
ID1814166460229302850,470,85,13,desktop,(not set),(none),Americas,Office,10549.349999999999
ID1814166460229302850,470,85,13,desktop,(not set),(none),Americas,Housewares,10549.349999999999
ID1814166460229302850,470,85,13,desktop,(not set),(none),Americas,Electronics,10549.349999999999
ID1814166460229302850,470,85,13,desktop,(not set),(none),Americas,Lifestyle,10549.349999999999
ID1814166460229302850,470,85,13,desktop,(not set),(none),Americas,Apparel,10549.349999999999
ID8924760956022529477,314,111,22,desktop,(not set),(none),Americas,Drinkware,10267.11
ID8924760956022529477,314,111,22,desktop,(not set),(none),Americas,Office,10267.11
ID8924760956022529477,314,111,22,desktop,(not set),(none),Americas,Lifestyle,10267.11
ID8924760956022529477,314,111,22,desktop,(not set),(none),Americas,Electronics,10267.11
ID047096740790346861,274,41,6,desktop,(not set),(none),Americas,Apparel,10132.32
ID4866154016388549666,339,116,19,desktop,(not set),(none),Americas,Apparel,9805.9
ID4866154016388549666,339,116,19,desktop,(not set),(none),Americas,Electronics,9805.9
ID4866154016388549666,339,116,19,desktop,(not set),(none),Americas,Bags,9805.9
ID4866154016388549666,339,116,19,desktop,(not set),(none),Americas,Backpacks,9805.9
ID4866154016388549666,339,116,19,desktop,(not set),(none),Americas,Office,9805.9
ID4866154016388549666,339,116,19,desktop,(not set),(none),Americas,Drinkware,9805.9
ID4866154016388549666,339,116,19,desktop,(not set),(none),Americas,Waze,9805.9
ID1759779356678951325,356,97,17,desktop,(not set),(none),Americas,Lifestyle,9233.25
ID1759779356678951325,356,97,17,desktop,(not set),(none),Americas,Office,9233.25
ID1759779356678951325,356,97,17,desktop,(not set),(none),Americas,Bags,9233.25
ID1759779356678951325,356,97,17,desktop,(not set),(none),Americas,Drinkware,9233.25
ID1759779356678951325,356,97,17,desktop,(not set),(none),Americas,Apparel,9233.25
ID1759779356678951325,356,97,17,desktop,(not set),(none),Americas,Electronics,9233.25
ID9089132392240687728,464,177,30,desktop,(not set),(none),Americas,${productitem.product.origCatName},9180.5399999999972
ID9089132392240687728,464,177,30,desktop,(not set),(none),Americas,Electronics,9180.5399999999972
ID9089132392240687728,464,177,30,desktop,(not set),(none),Americas,Bags,9180.5399999999972
ID9089132392240687728,464,177,30,desktop,(not set),(none),Americas,Office,9180.5399999999972
ID9089132392240687728,464,177,30,desktop,(not set),(none),Americas,Housewares,9180.5399999999972
ID9089132392240687728,464,177,30,desktop,(not set),(none),Americas,Accessories,9180.5399999999972
ID9029794295932939024,336,131,25,desktop,(not set),referral,Americas,${productitem.product.origCatName},9164.4
ID9029794295932939024,336,131,25,desktop,(not set),referral,Americas,Office,9164.4
ID9029794295932939024,336,131,25,desktop,(not set),referral,Americas,Electronics,9164.4
ID9029794295932939024,336,131,25,desktop,(not set),referral,Americas,Bags,9164.4
ID9029794295932939024,336,131,25,desktop,(not set),referral,Americas,Lifestyle,9164.4
ID6913633170731491634,337,115,18,desktop,(not set),(none),Americas,Office,8964.57
ID6913633170731491634,337,115,18,desktop,(not set),(none),Americas,Apparel,8964.57
ID6913633170731491634,337,115,18,desktop,(not set),(none),Americas,Bags,8964.57
ID6913633170731491634,337,115,18,desktop,(not set),(none),Americas,Electronics,8964.57
ID6913633170731491634,337,115,18,desktop,(not set),(none),Americas,Drinkware,8964.57
ID6913633170731491634,337,115,18,desktop,(not set),(none),Americas,Lifestyle,8964.57
ID0951979273858392158,478,105,19,desktop,(not set),(none),Americas,Office,8706.95
ID0951979273858392158,478,105,19,desktop,(not set),(none),Americas,Bags,8706.95
ID0626284759664097746,594,139,23,desktop,(not set),(none),Americas,Drinkware,8386.8
ID0626284759664097746,594,139,23,desktop,(not set),(none),Americas,Office,8386.8
ID0626284759664097746,594,139,23,desktop,(not set),(none),Americas,Bags,8386.8
ID0626284759664097746,594,139,23,desktop,(not set),(none),Americas,Lifestyle,8386.8
ID0626284759664097746,594,139,23,desktop,(not set),(none),Americas,Electronics,8386.8
ID4298610228737693968,716,163,28,desktop,(not set),(none),Americas,Office,8224.5400000000027
ID4298610228737693968,716,163,28,desktop,(not set),(none),Americas,Apparel,8224.5400000000027
ID4298610228737693968,716,163,28,desktop,(not set),(none),Americas,Electronics,8224.5400000000027
ID4298610228737693968,716,163,28,desktop,(not set),(none),Americas,Drinkware,8224.5400000000027
ID4298610228737693968,716,163,28,desktop,(not set),(none),Americas,Lifestyle,8224.5400000000027
ID4298610228737693968,716,163,28,desktop,(not set),(none),Americas,Bags,8224.5400000000027
ID7463172420271311409,190,83,13,desktop,(not set),(none),Americas,Electronics,7935.4100000000008
ID7463172420271311409,190,83,13,desktop,(not set),(none),Americas,Apparel,7935.4100000000008
ID7463172420271311409,190,83,13,desktop,(not set),(none),Americas,Office,7935.4100000000008
ID7463172420271311409,190,83,13,desktop,(not set),(none),Americas,Drinkware,7935.4100000000008
ID081985686030532619,1285,183,36,desktop,(not set),(none),Americas,Apparel,7625.6399999999985
ID081985686030532619,1285,183,36,desktop,(not set),(none),Americas,Lifestyle,7625.6399999999985
ID081985686030532619,1285,183,36,desktop,(not set),(none),Americas,Headgear,7625.6399999999985
ID081985686030532619,1285,183,36,desktop,(not set),(none),Americas,Bags,7625.6399999999985
ID081985686030532619,1285,183,36,desktop,(not set),(none),Americas,Drinkware,7625.6399999999985
ID081985686030532619,1285,183,36,desktop,(not set),(none),Americas,${productitem.product.origCatName},7625.6399999999985
ID081985686030532619,1285,183,36,desktop,(not set),(none),Americas,Electronics,7625.6399999999985
ID081985686030532619,1285,183,36,desktop,(not set),(none),Americas,Office,7625.6399999999985
ID8444725132150789814,444,132,21,desktop,(not set),(none),Americas,Office,7424.7999999999993
ID8444725132150789814,444,132,21,desktop,(not set),(none),Americas,Bags,7424.7999999999993
ID8444725132150789814,444,132,21,desktop,(not set),(none),Americas,Electronics,7424.7999999999993
ID8444725132150789814,444,132,21,desktop,(not set),(none),Americas,Drinkware,7424.7999999999993
ID2294757944914427558,243,75,11,desktop,(not set),(none),Americas,Apparel,7224.5599999999995
ID2294757944914427558,243,75,11,desktop,(not set),(none),Americas,Accessories,7224.5599999999995
ID2294757944914427558,243,75,11,desktop,(not set),(none),Americas,Office,7224.5599999999995
ID2294757944914427558,243,75,11,desktop,(not set),(none),Americas,Drinkware,7224.5599999999995
ID7496147812697146114,23,15,3,desktop,(not set),(none),Americas,Drinkware,7003.5
ID6147396474895233852,205,106,17,desktop,(not set),(none),Americas,Drinkware,6936.2999999999993
ID6147396474895233852,205,106,17,desktop,(not set),(none),Americas,Bags,6936.2999999999993
ID6147396474895233852,205,106,17,desktop,(not set),(none),Americas,Electronics,6936.2999999999993
ID6147396474895233852,205,106,17,desktop,(not set),(none),Americas,Office,6936.2999999999993
ID3449924104971285851,655,122,17,desktop,(not set),organic,Americas,Apparel,6919.2000000000007
ID372706149688864468,133,63,9,desktop,(not set),(none),Americas,Lifestyle,6800.0
ID372706149688864468,133,63,9,desktop,(not set),(none),Americas,Office,6800.0
ID372706149688864468,133,63,9,desktop,(not set),(none),Americas,Housewares,6800.0
ID9946129061582785641,539,141,25,desktop,(not set),(none),Americas,Office,6702.0799999999981
ID9946129061582785641,539,141,25,desktop,(not set),(none),Americas,Apparel,6702.0799999999981
ID9946129061582785641,539,141,25,desktop,(not set),(none),Americas,Drinkware,6702.0799999999981
ID9946129061582785641,539,141,25,desktop,(not set),(none),Americas,Headgear,6702.0799999999981
ID9946129061582785641,539,141,25,desktop,(not set),(none),Americas,Electronics,6702.0799999999981
ID9946129061582785641,539,141,25,desktop,(not set),(none),Americas,Lifestyle,6702.0799999999981
ID5520761942554213462,910,112,16,desktop,(not set),(none),Americas,Apparel,6610.880000000001
ID5520761942554213462,910,112,16,desktop,(not set),(none),Americas,Drinkware,6610.880000000001
ID5520761942554213462,910,112,16,desktop,(not set),(none),Americas,Lifestyle,6610.880000000001
ID3905349665021270549,343,114,17,desktop,(not set),(none),Americas,Apparel,6549.0
ID3905349665021270549,343,114,17,desktop,(not set),(none),Americas,Bags,6549.0
ID3905349665021270549,343,114,17,desktop,(not set),(none),Americas,Office,6549.0
ID3905349665021270549,343,114,17,desktop,(not set),(none),Americas,More Bags,6549.0
ID3905349665021270549,343,114,17,desktop,(not set),(none),Americas,Electronics,6549.0
ID3905349665021270549,343,114,17,desktop,(not set),(none),Americas,Drinkware,6549.0
ID8197879643797712877,949,113,17,desktop,(not set),(none),Americas,Electronics,6548.5
ID8197879643797712877,949,113,17,desktop,(not set),(none),Americas,Backpacks,6548.5
ID8197879643797712877,949,113,17,desktop,(not set),(none),Americas,Drinkware,6548.5
ID8197879643797712877,949,113,17,desktop,(not set),(none),Americas,Bags,6548.5
ID8197879643797712877,949,113,17,desktop,(not set),(none),Americas,Office,6548.5
ID8197879643797712877,949,113,17,desktop,(not set),(none),Americas,Lifestyle,6548.5
ID1563165194353120614,274,34,9,desktop,(not set),(none),Americas,Lifestyle,6399.75
ID1563165194353120614,274,34,9,desktop,(not set),(none),Americas,Drinkware,6399.75
ID1563165194353120614,274,34,9,desktop,(not set),(none),Americas,Bottles,6399.75
ID1618402686799055031,200,44,8,desktop,(not set),(none),Americas,Electronics,6094.9800000000005
ID1618402686799055031,200,44,8,desktop,(not set),(none),Americas,Apparel,6094.9800000000005
ID382764578031539000,288,66,11,desktop,(not set),(none),Americas,Office,5988.6000000000013
ID382764578031539000,288,66,11,desktop,(not set),(none),Americas,Electronics,5988.6000000000013
ID382764578031539000,288,66,11,desktop,(not set),(none),Americas,Bags,5988.6000000000013
ID382764578031539000,288,66,11,desktop,(not set),(none),Americas,Apparel,5988.6000000000013
ID3803364184957424266,202,118,21,desktop,(not set),referral,Americas,Headgear,5645.2900000000009
ID3803364184957424266,202,118,21,desktop,(not set),referral,Americas,Office,5645.2900000000009
ID3803364184957424266,202,118,21,desktop,(not set),referral,Americas,Electronics,5645.2900000000009
ID3803364184957424266,202,118,21,desktop,(not set),referral,Americas,Bottles,5645.2900000000009
ID3803364184957424266,202,118,21,desktop,(not set),referral,Americas,Apparel,5645.2900000000009
ID6635291657972521810,256,48,11,desktop,(not set),(none),Americas,Headgear,5387.3999999999987
ID6635291657972521810,256,48,11,desktop,(not set),(none),Americas,Drinkware,5387.3999999999987
ID6635291657972521810,256,48,11,desktop,(not set),(none),Americas,Lifestyle,5387.3999999999987
ID6635291657972521810,256,48,11,desktop,(not set),(none),Americas,Office,5387.3999999999987
ID6635291657972521810,256,48,11,desktop,(not set),(none),Americas,Notebooks & Journals,5387.3999999999987
ID6635291657972521810,256,48,11,desktop,(not set),(none),Americas,Apparel,5387.3999999999987
ID8598995083021048462,723,123,14,desktop,(not set),(none),Americas,Apparel,4985.0
ID7756103894574714837,235,60,9,mobile,(not set),(none),Americas,Apparel,4948.7499999999991
ID7756103894574714837,235,60,9,mobile,(not set),(none),Americas,Lifestyle,4948.7499999999991
ID7756103894574714837,235,60,9,mobile,(not set),(none),Americas,Office,4948.7499999999991
ID4191489896925210475,214,28,7,desktop,(not set),(none),Americas,Gift Cards,4914.0
ID7311242886083854158,300,96,15,desktop,(not set),(none),Americas,Bags,4618.1799999999994
ID7311242886083854158,300,96,15,desktop,(not set),(none),Americas,Drinkware,4618.1799999999994
ID7311242886083854158,300,96,15,desktop,(not set),(none),Americas,Office,4618.1799999999994
ID7311242886083854158,300,96,15,desktop,(not set),(none),Americas,Lifestyle,4618.1799999999994
ID7311242886083854158,300,96,15,desktop,(not set),(none),Americas,Apparel,4618.1799999999994
ID7311242886083854158,300,96,15,desktop,(not set),(none),Americas,Google,4618.1799999999994
ID1045033759778661078,470,151,26,desktop,(not set),(none),Americas,Android,4032.3
ID1045033759778661078,470,151,26,desktop,(not set),(none),Americas,Office,4032.3
ID1045033759778661078,470,151,26,desktop,(not set),(none),Americas,Apparel,4032.3
ID1045033759778661078,470,151,26,desktop,(not set),(none),Americas,Electronics,4032.3
ID1045033759778661078,470,151,26,desktop,(not set),(none),Americas,Accessories,4032.3
ID7066946419396410808,327,100,21,desktop,(not set),(none),Americas,Office,4004.3999999999996
ID7066946419396410808,327,100,21,desktop,(not set),(none),Americas,Lifestyle,4004.3999999999996
ID7066946419396410808,327,100,21,desktop,(not set),(none),Americas,Electronics,4004.3999999999996
ID7066946419396410808,327,100,21,desktop,(not set),(none),Americas,Drinkware,4004.3999999999996
ID1827763305655925232,525,146,23,desktop,(not set),(none),Americas,Lifestyle,3710.03
ID1827763305655925232,525,146,23,desktop,(not set),(none),Americas,Apparel,3710.03
ID1827763305655925232,525,146,23,desktop,(not set),(none),Americas,Office,3710.03
ID1827763305655925232,525,146,23,desktop,(not set),(none),Americas,Drinkware,3710.03
ID1827763305655925232,525,146,23,desktop,(not set),(none),Americas,Headgear,3710.03
ID0053544367470918772,222,74,14,desktop,(not set),cpm,Americas,Drinkware,3641.9
ID0053544367470918772,222,74,14,desktop,(not set),cpm,Americas,Office,3641.9
ID866876673966650759,748,170,26,desktop,(not set),(none),Americas,Apparel,3567.5199999999986
ID866876673966650759,748,170,26,desktop,(not set),(none),Americas,Office,3567.5199999999986
ID866876673966650759,748,170,26,desktop,(not set),(none),Americas,Headgear,3567.5199999999986
ID866876673966650759,748,170,26,desktop,(not set),(none),Americas,Bags,3567.5199999999986
ID6903095151297107595,145,46,9,desktop,(not set),(none),Americas,Lifestyle,3439.4
ID6903095151297107595,145,46,9,desktop,(not set),(none),Americas,Drinkware,3439.4
ID6903095151297107595,145,46,9,desktop,(not set),(none),Americas,Bags,3439.4
ID4984366501121503466,317,111,17,desktop,(not set),(none),Americas,Bags,3413.25
ID4984366501121503466,317,111,17,desktop,(not set),(none),Americas,Drinkware,3413.25
ID4984366501121503466,317,111,17,desktop,(not set),(none),Americas,Office,3413.25
ID4984366501121503466,317,111,17,desktop,(not set),(none),Americas,Electronics,3413.25
ID4984366501121503466,317,111,17,desktop,(not set),(none),Americas,Apparel,3413.25
ID7638336411447332495,231,26,4,desktop,(not set),(none),Americas,Electronics,3263.59
ID7638336411447332495,231,26,4,desktop,(not set),(none),Americas,Lifestyle,3263.59
ID2528551022767237058,944,154,23,desktop,(not set),(none),Americas,Drinkware,2848.05
ID2528551022767237058,944,154,23,desktop,(not set),(none),Americas,Lifestyle,2848.05
ID2528551022767237058,944,154,23,desktop,(not set),(none),Americas,Apparel,2848.05
ID0101246539776970727,703,139,22,desktop,(not set),(none),Americas,Drinkware,2825.599999999999
ID0101246539776970727,703,139,22,desktop,(not set),(none),Americas,Lifestyle,2825.599999999999
ID0101246539776970727,703,139,22,desktop,(not set),(none),Americas,Apparel,2825.599999999999
ID0101246539776970727,703,139,22,desktop,(not set),(none),Americas,Bags,2825.599999999999
ID0101246539776970727,703,139,22,desktop,(not set),(none),Americas,Office,2825.599999999999
ID9338374006954760146,116,51,10,desktop,(not set),(none),Americas,Bags,2821.6
ID9338374006954760146,116,51,10,desktop,(not set),(none),Americas,Waze,2821.6
ID9338374006954760146,116,51,10,desktop,(not set),(none),Americas,Electronics,2821.6
ID68437640696494161,333,66,13,desktop,(not set),(none),Americas,Office,2784.8999999999992
ID68437640696494161,333,66,13,desktop,(not set),(none),Americas,${productitem.product.origCatName},2784.8999999999992
ID68437640696494161,333,66,13,desktop,(not set),(none),Americas,Drinkware,2784.8999999999992
ID68437640696494161,333,66,13,desktop,(not set),(none),Americas,Electronics,2784.8999999999992
ID7527510721694637931,356,81,13,desktop,(not set),(none),Americas,Apparel,2755.6199999999994
ID7527510721694637931,356,81,13,desktop,(not set),(none),Americas,${productitem.product.origCatName},2755.6199999999994
ID7527510721694637931,356,81,13,desktop,(not set),(none),Americas,Waze,2755.6199999999994
ID7527510721694637931,356,81,13,desktop,(not set),(none),Americas,Office,2755.6199999999994
ID1956307607572137989,1192,232,43,desktop,(not set),referral,Americas,Bags,2749.35
ID1956307607572137989,1192,232,43,desktop,(not set),referral,Americas,Drinkware,2749.35
ID1956307607572137989,1192,232,43,desktop,(not set),referral,Americas,Electronics,2749.35
ID1956307607572137989,1192,232,43,desktop,(not set),referral,Americas,Apparel,2749.35
ID9372618001980854712,230,86,15,desktop,(not set),referral,Americas,Apparel,2735.28
ID9372618001980854712,230,86,15,desktop,(not set),referral,Americas,Backpacks,2735.28
ID9372618001980854712,230,86,15,desktop,(not set),referral,Americas,Bags,2735.28
ID9372618001980854712,230,86,15,desktop,(not set),referral,Americas,Electronics,2735.28
ID4085534559120905575,633,192,23,desktop,(not set),(none),Americas,Apparel,2672.7200000000003
ID4085534559120905575,633,192,23,desktop,(not set),(none),Americas,Lifestyle,2672.7200000000003
ID4085534559120905575,633,192,23,desktop,(not set),(none),Americas,Office,2672.7200000000003
ID114233892855684794,408,163,23,desktop,(not set),(none),Americas,Apparel,2553.2999999999997
ID114233892855684794,408,163,23,desktop,(not set),(none),Americas,Office,2553.2999999999997
ID114233892855684794,408,163,23,desktop,(not set),(none),Americas,Lifestyle,2553.2999999999997
ID3921649958751416379,120,47,11,desktop,(not set),(none),Americas,Drinkware,2459.35
ID3921649958751416379,120,47,11,desktop,(not set),(none),Americas,Bags,2459.35
ID3921649958751416379,120,47,11,desktop,(not set),(none),Americas,Electronics,2459.35
ID3921649958751416379,120,47,11,desktop,(not set),(none),Americas,Apparel,2459.35
ID9457643087878203141,160,83,15,desktop,(not set),(none),Americas,Drinkware,2385.25
ID9457643087878203141,160,83,15,desktop,(not set),(none),Americas,Electronics,2385.25
ID9457643087878203141,160,83,15,desktop,(not set),(none),Americas,Office,2385.25
ID9457643087878203141,160,83,15,desktop,(not set),(none),Americas,Lifestyle,2385.25
ID9713078881816410558,457,168,27,desktop,(not set),(none),Americas,Office,2326.6099999999997
ID9713078881816410558,457,168,27,desktop,(not set),(none),Americas,Lifestyle,2326.6099999999997
ID9713078881816410558,457,168,27,desktop,(not set),(none),Americas,Apparel,2326.6099999999997
ID9713078881816410558,457,168,27,desktop,(not set),(none),Americas,Electronics,2326.6099999999997
ID2751456102223302101,187,40,7,desktop,(not set),(none),Americas,Apparel,2321.58
ID2751456102223302101,187,40,7,desktop,(not set),(none),Americas,Bottles,2321.58
ID2751456102223302101,187,40,7,desktop,(not set),(none),Americas,Drinkware,2321.58
ID6249004626269199450,346,146,28,desktop,(not set),(none),Americas,Drinkware,2182.6200000000003
ID6249004626269199450,346,146,28,desktop,(not set),(none),Americas,${productitem.product.origCatName},2182.6200000000003
ID6249004626269199450,346,146,28,desktop,(not set),(none),Americas,Apparel,2182.6200000000003
ID6249004626269199450,346,146,28,desktop,(not set),(none),Americas,Office,2182.6200000000003
ID6249004626269199450,346,146,28,desktop,(not set),(none),Americas,Lifestyle,2182.6200000000003
ID6249004626269199450,346,146,28,desktop,(not set),(none),Americas,Bags,2182.6200000000003
ID7141351826392674237,209,52,8,desktop,(not set),(none),Americas,Drinkware,2176.3999999999996
ID7141351826392674237,209,52,8,desktop,(not set),(none),Americas,Office,2176.3999999999996
ID5881420815591584294,260,67,10,desktop,(not set),(none),Americas,Apparel,2153.92
ID8627561348122631479,107,18,5,desktop,(not set),(none),Americas,Electronics,2135.0
ID8627561348122631479,107,18,5,desktop,(not set),(none),Americas,Headgear,2135.0
ID8627561348122631479,107,18,5,desktop,(not set),(none),Americas,Apparel,2135.0
ID3271602591909428154,558,202,30,desktop,(not set),(none),Americas,Apparel,2127.9899999999993
ID3271602591909428154,558,202,30,desktop,(not set),(none),Americas,Drinkware,2127.9899999999993
ID3271602591909428154,558,202,30,desktop,(not set),(none),Americas,Lifestyle,2127.9899999999993
ID3271602591909428154,558,202,30,desktop,(not set),(none),Americas,Office,2127.9899999999993
ID3533321695674569475,221,50,10,desktop,(not set),(none),Americas,Apparel,2077.6
ID3533321695674569475,221,50,10,desktop,(not set),(none),Americas,Drinkware,2077.6
ID5604492161936602744,1307,201,28,mobile,(not set),(none),Americas,Electronics,2072.7599999999998
ID5604492161936602744,1307,201,28,mobile,(not set),(none),Americas,Office,2072.7599999999998
ID5604492161936602744,1307,201,28,mobile,(not set),(none),Americas,Bags,2072.7599999999998
ID5604492161936602744,1307,201,28,mobile,(not set),(none),Americas,Lifestyle,2072.7599999999998
ID5604492161936602744,1307,201,28,mobile,(not set),(none),Americas,Drinkware,2072.7599999999998
ID5604492161936602744,1307,201,28,mobile,(not set),(none),Americas,Apparel,2072.7599999999998
ID3133961575709711907,223,86,14,desktop,(not set),(none),Americas,Bags,2057.5
ID3133961575709711907,223,86,14,desktop,(not set),(none),Americas,Drinkware,2057.5
ID2528617155272094595,366,52,8,desktop,(not set),(none),Americas,Headgear,2031.48
ID2528617155272094595,366,52,8,desktop,(not set),(none),Americas,Apparel,2031.48
ID3751433429956400495,206,74,10,desktop,(not set),(none),Africa,Electronics,2007.6
ID5810770256591004737,336,91,14,desktop,(not set),(none),Americas,Apparel,1988.6999999999998
ID5810770256591004737,336,91,14,desktop,(not set),(none),Americas,Notebooks & Journals,1988.6999999999998
ID5810770256591004737,336,91,14,desktop,(not set),(none),Americas,Electronics,1988.6999999999998
ID5810770256591004737,336,91,14,desktop,(not set),(none),Americas,Drinkware,1988.6999999999998
ID6976057682793576646,331,128,19,desktop,(not set),(none),Americas,Apparel,1959.1600000000003
ID6976057682793576646,331,128,19,desktop,(not set),(none),Americas,Drinkware,1959.1600000000003
ID6976057682793576646,331,128,19,desktop,(not set),(none),Americas,Bags,1959.1600000000003
ID5847358167202480960,231,77,14,desktop,(not set),(none),Americas,Drinkware,1936.1999999999998
